,caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,age
23249,81358,10629,2012-03-10,2013-01-03,1,0,2,25.0
23250,90150,10629,2013-06-26,2013-07-27,0,0,3,26.0
23251,81366,7133,2012-05-11,2012-07-29,0,0,0,18.0
23252,81377,90,2013-02-21,2014-08-05,0,0,4,30.0
23253,81378,11512,2013-02-05,2013-09-28,1,0,4,29.0
23254,81401,6441,2013-02-01,2013-07-04,0,0,1,16.0
23255,81405,7897,2013-10-06,2015-05-27,0,0,1,17.0
23256,81409,3416,2013-04-01,2013-04-24,1,0,4,31.0
23257,83956,3416,2013-01-02,2013-01-31,0,0,3,31.0
23258,81429,11432,2012-04-26,2015-01-27,1,1,6,26.0
23259,96242,11432,2013-06-29,2013-07-16,1,0,7,27.0
23260,81461,3540,2012-10-30,2013-03-09,0,0,3,36.0
23261,81466,12687,2013-02-25,2014-03-19,1,0,3,37.0
23262,81476,15896,2012-09-09,2012-11-28,1,0,4,30.0
23263,81477,12665,2012-11-04,2012-12-05,1,0,3,30.0
23264,81486,5272,2013-08-08,2015-02-03,0,0,5,39.0
23265,81489,17642,2013-01-26,2013-03-20,0,0,1,22.0
23266,81504,6749,2013-06-11,2013-11-02,0,1,2,21.0
23267,98763,6749,2013-07-07,2014-04-03,1,0,3,21.0
23268,81516,10537,2012-03-16,2012-06-22,0,0,2,28.0
23269,81536,8640,2012-10-28,2014-03-30,0,0,6,30.0
23270,84606,8640,2012-07-17,2013-02-12,1,1,5,30.0
23271,81558,17349,2013-05-16,2013-05-20,0,0,1,20.0
23272,81584,17343,2013-10-08,2013-12-30,0,0,5,34.0
23273,82052,17343,2013-08-21,2014-03-11,0,1,4,34.0
23274,83152,17343,2012-01-23,2012-04-02,1,0,3,32.0
23275,81586,12903,2012-08-20,2012-09-02,0,0,1,16.0
23276,90119,12903,2012-12-01,2012-12-18,1,0,2,16.0
23277,81587,9779,2012-01-22,2012-07-02,0,0,4,36.0
23278,81592,15236,2012-04-05,2014-02-08,1,0,6,35.0
23279,81596,1419,2013-03-01,2013-06-29,0,0,1,18.0
23280,81614,2076,2012-07-11,2014-03-21,0,0,1,25.0
23281,81628,5939,2012-03-30,2012-12-17,0,1,3,36.0
23282,93101,5939,2012-09-21,2013-10-30,0,0,4,36.0
23283,81639,10131,2013-07-26,2013-08-28,0,0,2,26.0
23284,81668,5899,2012-02-27,2012-06-17,1,0,3,25.0
23285,82356,5899,2013-09-21,2013-12-27,0,0,4,27.0
23286,81673,9962,2013-07-09,2014-01-03,0,0,4,31.0
23287,98465,9962,2013-02-09,2013-05-15,0,0,3,31.0
23288,81690,19662,2013-03-22,2014-05-17,0,0,1,21.0
23289,81730,19415,2012-12-16,2014-05-12,0,0,5,36.0
23290,81732,18397,2012-12-09,2013-01-31,1,0,3,21.0
23291,94022,18397,2012-05-28,2012-11-13,1,0,2,20.0
23292,81734,8527,2013-08-02,2014-04-05,0,0,0,14.0
23293,81768,14353,2012-03-02,2012-09-08,1,0,4,36.0
23294,81779,7122,2013-05-04,2013-08-19,1,0,5,36.0
23295,81787,5730,2012-11-09,2013-11-06,0,0,1,23.0
23296,81808,8459,2013-05-18,2013-06-26,1,0,3,22.0
23297,81835,17134,2012-09-07,2012-12-27,0,0,1,24.0
23298,81849,225,2013-02-27,2014-08-19,0,0,5,36.0
23299,85395,225,2012-10-16,2012-11-11,1,0,3,36.0
23300,97624,225,2012-11-17,2013-02-25,0,0,4,36.0
23301,81854,10989,2013-05-29,2014-03-12,0,0,4,31.0
23302,94755,10989,2012-08-27,2013-04-18,0,0,3,30.0
23303,81862,1635,2012-08-18,2013-04-27,1,0,3,22.0
23304,81871,18687,2012-09-15,2014-02-18,1,0,6,44.0
23305,81883,19058,2013-04-06,2013-04-27,0,0,2,20.0
23306,81901,19153,2012-05-30,2013-04-20,1,0,5,44.0
23307,81911,15839,2012-08-05,2012-09-27,0,0,2,24.0
23308,83234,15839,2013-03-11,2014-03-11,1,0,4,25.0
23309,98099,15839,2012-11-03,2012-12-19,0,0,3,24.0
23310,81915,15821,2012-02-21,2012-05-09,1,0,1,19.0
23311,81930,1064,2012-05-15,2012-12-11,0,0,3,28.0
23312,81932,3581,2012-03-08,2012-05-12,1,0,7,32.0
23313,81944,12761,2013-04-10,2013-06-01,1,0,1,25.0
23314,81945,13071,2013-08-25,2014-06-24,1,0,3,32.0
23315,81954,15678,2012-06-11,2012-07-04,1,0,3,32.0
23316,81972,7995,2013-03-04,2013-11-04,1,1,5,32.0
23317,88832,7995,2013-05-26,2015-04-04,0,0,6,32.0
23318,82006,18367,2012-09-21,2012-10-04,1,0,3,33.0
23319,82007,14084,2013-01-11,2014-04-12,1,0,3,29.0
23320,82010,16747,2013-06-23,2014-10-25,0,0,4,26.0
23321,82015,2398,2012-05-30,2012-10-13,0,0,4,28.0
23322,82026,11506,2013-10-12,2014-02-24,0,0,2,39.0
23323,82040,8061,2012-12-18,2013-01-06,0,0,0,24.0
23324,82041,10771,2012-09-02,2012-10-12,0,0,9,54.0
23325,82046,18588,2012-03-09,2012-04-11,0,0,3,23.0
23326,82054,8286,2012-03-01,2012-05-30,0,0,3,24.0
23327,82056,15296,2012-04-17,2012-11-04,1,0,2,39.0
23328,82080,13595,2012-02-27,2012-06-16,0,0,1,22.0
23329,82090,3962,2013-09-22,2014-02-26,0,0,2,25.0
23330,82124,7470,2013-02-20,2014-07-09,1,0,9,44.0
23331,95519,7470,2012-10-03,2013-05-07,1,1,8,44.0
23332,82130,9408,2013-09-29,2014-02-06,1,0,6,37.0
23333,83259,9408,2013-02-25,2013-03-31,1,0,5,36.0
23334,82131,14206,2012-06-04,2013-06-27,1,0,5,32.0
23335,82145,6906,2012-03-23,2012-05-25,0,0,1,25.0
23336,82173,12007,2012-06-09,2012-10-04,1,0,1,17.0
23337,82175,11319,2013-08-18,2014-07-26,1,0,4,30.0
23338,82179,8793,2012-12-30,2014-04-20,0,0,5,31.0
23339,89524,8793,2012-10-02,2013-04-16,1,1,3,31.0
23340,99937,8793,2012-11-26,2013-05-08,1,1,4,31.0
23341,82194,9649,2012-06-08,2013-10-16,0,0,3,21.0
23342,82215,16986,2013-05-11,2014-04-28,1,0,2,28.0
23343,82225,13936,2013-02-01,2013-07-07,0,0,2,17.0
23344,82233,9358,2013-05-26,2013-06-06,1,0,3,30.0
23345,82240,5684,2012-07-12,2012-07-18,0,0,2,31.0
23346,82255,19852,2012-07-23,2012-08-17,0,0,4,24.0
23347,87541,19852,2013-02-16,2013-03-05,1,0,5,25.0
23348,82258,19285,2012-04-25,2012-08-10,1,0,5,36.0
23349,82280,15909,2013-08-11,2013-10-20,0,0,0,22.0
23350,82289,17171,2012-09-04,2013-03-09,1,0,5,32.0
23351,85866,17171,2012-04-04,2012-05-12,1,0,3,32.0
23352,94975,17171,2012-08-22,2012-10-29,0,1,4,32.0
23353,82301,2058,2013-05-04,2013-08-05,1,0,2,25.0
23354,82303,2082,2013-02-18,2014-08-05,0,0,2,15.0
23355,82317,11646,2012-02-26,2014-08-28,0,0,0,18.0
23356,82340,16109,2013-04-28,2016-05-12,0,0,3,31.0
23357,82371,282,2012-12-14,2013-12-08,0,1,4,31.0
23358,89519,282,2012-12-21,2013-01-04,1,0,5,31.0
23359,82372,12011,2013-02-05,2013-06-16,0,0,2,28.0
23360,82375,12679,2012-12-03,2013-04-26,1,0,4,30.0
23361,82377,14173,2012-12-08,2014-02-19,1,0,3,30.0
23362,82380,3172,2012-02-09,2012-07-16,0,0,3,31.0
23363,82383,12228,2013-07-06,2013-10-15,0,0,5,41.0
23364,82387,15362,2013-04-25,2013-07-11,1,0,4,26.0
23365,90287,15362,2013-07-27,2013-09-09,1,0,5,26.0
23366,82388,18730,2013-03-21,2013-07-23,0,0,2,30.0
23367,82389,9741,2013-05-26,2013-07-26,1,0,4,30.0
23368,90783,9741,2013-03-05,2013-12-10,0,1,3,30.0
23369,82391,17261,2013-03-04,2013-05-15,0,0,2,21.0
23370,82392,17418,2012-11-21,2013-03-18,0,0,1,22.0
23371,82400,18902,2012-10-10,2013-04-08,1,0,4,39.0
23372,82403,5037,2012-08-31,2013-02-14,1,0,4,22.0
23373,91567,5037,2012-03-18,2012-05-25,1,0,3,22.0
23374,82407,18896,2012-10-06,2013-03-23,0,0,4,33.0
23375,82411,9885,2013-05-14,2014-03-05,1,0,4,29.0
23376,82412,18031,2012-07-19,2014-01-13,1,1,2,30.0
23377,86455,18031,2013-06-16,2013-09-17,0,0,4,31.0
23378,88393,18031,2013-02-18,2013-05-16,1,0,3,31.0
23379,82427,8402,2013-10-18,2015-02-17,0,0,5,33.0
23380,93657,8402,2012-11-28,2012-12-29,1,0,4,32.0
23381,82469,9021,2012-12-25,2013-06-18,0,0,2,31.0
23382,82471,17405,2012-01-02,2012-01-15,0,0,3,24.0
23383,97340,17405,2012-05-17,2012-05-28,1,0,4,24.0
23384,82479,10555,2012-06-30,2012-07-25,0,0,1,26.0
23385,84923,10555,2012-12-31,2013-05-01,1,0,2,27.0
23386,82494,989,2013-02-10,2014-03-25,1,0,3,33.0
23387,97015,989,2012-07-29,2012-11-07,1,0,2,32.0
23388,82512,18486,2013-09-19,2013-09-30,0,0,3,30.0
23389,82516,6263,2013-06-21,2013-07-22,0,0,4,36.0
23390,82525,3689,2013-06-13,2015-07-01,1,0,3,32.0
23391,82526,10361,2013-02-13,2014-02-19,0,0,1,24.0
23392,82529,4512,2012-05-03,2014-01-29,0,0,1,23.0
23393,82535,17453,2012-02-04,2012-07-10,1,0,1,33.0
23394,82537,13355,2013-09-15,2015-08-16,0,0,2,23.0
23395,82538,2519,2013-04-07,2013-04-25,0,0,2,19.0
23396,82556,13317,2012-08-11,2013-07-09,0,0,1,29.0
23397,82561,12702,2012-07-11,2013-05-22,0,0,4,35.0
23398,82588,10850,2013-02-04,2013-03-10,0,0,4,24.0
23399,97989,10850,2013-07-01,2013-08-08,0,0,5,24.0
23400,82592,4599,2012-08-26,2012-10-04,0,0,1,27.0
23401,82597,3517,2012-01-22,2012-03-19,0,0,3,42.0
23402,82637,6377,2013-04-14,2013-07-02,0,0,1,19.0
23403,82664,3263,2012-07-28,2012-12-26,0,0,1,20.0
23404,82684,899,2013-04-15,2013-12-08,0,0,4,18.0
23405,90121,899,2012-06-20,2013-02-03,0,0,3,17.0
23406,82690,5523,2012-07-07,2012-07-12,1,0,4,32.0
23407,82708,13924,2013-10-13,2014-02-07,1,0,4,27.0
23408,82712,4691,2013-07-19,2014-01-04,0,0,0,23.0
23409,82731,10076,2012-01-05,2012-03-13,1,0,1,17.0
23410,82732,7047,2012-07-21,2014-02-11,1,0,3,26.0
23411,93291,7047,2012-01-29,2012-06-29,0,0,2,26.0
23412,82741,8750,2012-02-06,2012-05-11,0,0,6,42.0
23413,82759,13102,2012-08-23,2013-02-03,1,0,3,26.0
23414,82772,15128,2013-01-24,2013-04-22,0,1,4,25.0
23415,85236,15128,2012-10-24,2013-03-18,0,1,3,25.0
23416,94926,15128,2012-09-09,2013-08-12,0,1,2,25.0
23417,95548,15128,2013-10-11,2014-01-07,1,0,6,26.0
23418,95715,15128,2013-04-04,2013-04-11,1,0,5,26.0
23419,82773,5252,2012-12-06,2013-07-31,0,0,2,24.0
23420,82779,18611,2013-05-17,2013-08-14,1,0,9,45.0
23421,84743,18611,2012-08-07,2014-08-03,0,1,8,44.0
23422,98128,18611,2013-09-27,2014-12-10,1,0,10,45.0
23423,82802,18322,2012-04-08,2012-09-16,0,0,5,45.0
23424,82803,14560,2012-05-25,2012-05-28,0,0,0,20.0
23425,82804,11938,2012-02-20,2012-04-29,1,0,1,24.0
23426,82818,19700,2012-08-31,2013-08-17,1,0,4,30.0
23427,82835,10199,2013-10-07,2013-12-24,0,0,4,35.0
23428,82845,3994,2013-04-29,2013-08-01,1,0,3,26.0
23429,82850,17978,2013-05-16,2014-04-24,0,0,3,34.0
23430,82858,16858,2012-05-06,2013-05-15,0,1,4,28.0
23431,85031,16858,2012-07-18,2012-08-05,1,0,5,28.0
23432,82886,14330,2013-01-01,2014-01-06,0,1,5,29.0
23433,87600,14330,2013-05-23,2013-08-02,1,0,7,29.0
23434,95810,14330,2013-01-09,2013-01-14,1,0,6,29.0
23435,82909,13609,2012-02-01,2012-02-20,0,0,0,26.0
23436,82916,19141,2012-03-12,2012-11-02,1,0,2,27.0
23437,98844,19141,2013-04-21,2013-08-31,1,0,3,28.0
23438,82920,17287,2013-10-01,2017-02-17,1,0,3,27.0
23439,82921,9826,2012-02-28,2012-04-19,1,0,3,21.0
23440,82924,15772,2012-09-06,2013-11-19,1,0,4,34.0
23441,82930,7636,2013-10-12,2014-06-20,1,0,4,38.0
23442,92620,7636,2012-08-19,2013-03-25,0,0,3,37.0
23443,82932,10870,2012-08-19,2012-11-07,0,0,0,19.0
23444,90901,10870,2013-03-08,2013-04-24,0,0,1,20.0
23445,82944,18175,2012-03-04,2012-09-26,1,0,2,20.0
23446,82953,4114,2012-05-12,2012-06-01,0,0,1,20.0
23447,83654,4114,2012-11-26,2013-03-29,1,0,2,21.0
23448,82987,181,2013-05-22,2013-12-14,0,0,1,23.0
23449,83021,2970,2013-08-18,2014-08-29,1,0,5,47.0
23450,83031,1302,2013-05-08,2013-09-07,1,0,3,32.0
23451,86473,1302,2013-10-21,2014-09-16,0,0,4,32.0
23452,83033,5331,2012-06-18,2013-03-31,0,0,4,30.0
23453,83048,9919,2013-05-04,2014-02-13,1,0,5,47.0
23454,83059,4520,2012-05-09,2013-08-29,0,1,2,23.0
23455,97063,4520,2012-12-19,2013-06-13,0,0,3,24.0
23456,83071,6281,2013-02-13,2013-03-24,1,0,6,35.0
23457,83073,6785,2013-08-21,2014-03-18,0,0,4,38.0
23458,83075,14647,2012-09-26,2013-01-21,1,0,3,36.0
23459,95221,14647,2013-03-30,2013-04-03,1,0,4,37.0
23460,83085,8934,2012-02-01,2012-11-01,1,0,7,31.0
23461,83094,15953,2012-04-22,2012-05-08,0,0,4,32.0
23462,83097,16096,2013-10-04,2013-12-10,1,0,2,37.0
23463,83122,12694,2012-06-09,2012-06-13,1,0,3,29.0
23464,83127,19799,2012-02-24,2012-06-03,1,0,2,23.0
23465,89497,19799,2012-10-21,2013-09-30,0,0,3,24.0
23466,83139,1873,2012-12-12,2013-09-03,1,0,6,46.0
23467,83157,6417,2013-05-01,2015-03-24,0,0,1,22.0
23468,83167,3030,2013-04-25,2016-09-05,1,0,3,31.0
23469,83169,14517,2013-02-14,2014-03-13,0,0,3,24.0
23470,83173,1407,2013-08-29,2014-02-03,1,0,4,32.0
23471,83175,1405,2012-12-31,2013-02-28,0,0,4,26.0
23472,83177,6855,2012-03-19,2013-06-23,1,0,5,39.0
23473,83182,15498,2012-03-05,2012-07-23,0,0,0,22.0
23474,83210,375,2012-01-17,2012-11-15,0,1,6,43.0
23475,95036,375,2012-11-02,2013-02-05,1,0,7,44.0
23476,83223,19291,2013-07-16,2013-09-23,1,0,5,43.0
23477,83563,19291,2012-01-17,2012-02-03,0,0,4,41.0
23478,83233,4265,2013-08-11,2013-09-04,0,0,4,31.0
23479,83235,5017,2013-09-26,2014-01-06,0,0,2,35.0
23480,83241,10977,2013-03-29,2013-11-01,0,0,3,24.0
23481,83243,17285,2013-05-15,2013-07-30,1,0,3,28.0
23482,83260,2098,2012-07-28,2013-10-10,1,0,3,31.0
23483,83261,12794,2012-08-28,2012-09-26,0,0,2,21.0
23484,95873,12794,2013-04-22,2016-01-01,0,0,3,22.0
23485,83263,16323,2012-08-09,2012-09-23,1,0,2,29.0
23486,83279,15305,2012-03-10,2012-08-06,1,0,7,60.0
23487,83283,10080,2013-09-21,2014-03-03,0,0,3,35.0
23488,83291,6844,2012-06-05,2013-07-12,1,0,1,26.0
23489,83315,1546,2013-03-07,2013-08-01,1,0,1,27.0
23490,83333,11821,2013-08-11,2015-07-11,0,0,1,17.0
23491,83346,18067,2012-07-25,2013-04-20,1,0,2,24.0
23492,83363,1184,2012-06-01,2012-08-28,0,0,0,15.0
23493,83399,4457,2012-10-05,2014-02-21,1,0,2,21.0
23494,83404,8569,2012-01-25,2012-02-02,1,0,3,22.0
23495,83410,5584,2013-01-12,2013-04-19,0,0,2,33.0
23496,83411,16978,2013-05-16,2013-06-22,1,0,4,31.0
23497,83424,13755,2013-10-28,2014-01-25,1,0,1,18.0
23498,83449,15462,2013-07-05,2014-06-02,0,0,6,42.0
23499,95105,15462,2012-11-15,2013-11-01,0,1,5,41.0
23500,83458,16666,2012-03-23,2013-04-15,0,1,2,31.0
23501,86168,16666,2012-07-20,2012-07-30,1,0,3,31.0
23502,83480,16961,2012-05-30,2012-09-08,0,0,4,37.0
23503,83483,16480,2013-03-28,2013-08-06,0,0,6,40.0
23504,83492,8597,2012-11-01,2012-11-07,1,0,1,22.0
23505,83509,3464,2012-10-25,2013-12-03,0,0,5,42.0
23506,83520,3530,2013-06-23,2013-07-14,0,0,2,22.0
23507,83531,15145,2012-07-07,2013-12-02,0,0,1,26.0
23508,83536,1518,2012-03-25,2012-04-03,1,0,7,42.0
23509,87132,1518,2012-02-23,2012-06-01,1,1,6,42.0
23510,83538,7581,2012-04-26,2012-07-24,1,0,3,26.0
23511,83541,5338,2013-02-19,2013-09-10,0,0,2,18.0
23512,83542,4961,2012-11-01,2012-12-22,0,0,4,25.0
23513,83562,18316,2012-04-26,2014-05-27,0,1,4,25.0
23514,95407,18316,2013-01-27,2013-12-01,0,0,5,26.0
23515,83577,19636,2012-03-27,2012-12-23,0,0,1,25.0
23516,83586,735,2012-08-03,2012-09-03,0,0,2,27.0
23517,89192,735,2012-10-31,2013-05-17,1,0,3,27.0
23518,83594,17834,2012-12-12,2013-03-22,1,0,6,27.0
23519,83612,14384,2013-04-03,2013-09-27,1,0,1,24.0
23520,83622,18541,2012-02-18,2012-04-15,0,0,4,21.0
23521,97971,18541,2012-12-15,2013-03-22,1,0,5,22.0
23522,83623,5626,2013-07-16,2014-02-01,0,0,2,22.0
23523,83641,18891,2012-03-27,2012-07-24,1,0,7,42.0
23524,95180,18891,2012-03-18,2013-08-12,0,1,6,42.0
23525,83653,17941,2013-02-20,2013-10-20,0,0,1,20.0
23526,83657,19256,2013-08-03,2013-08-10,0,0,5,29.0
23527,83662,3615,2013-09-30,2013-10-30,1,0,4,22.0
23528,83683,876,2012-06-10,2013-02-18,1,0,5,35.0
23529,96389,876,2013-05-31,2014-06-28,0,0,6,36.0
23530,83684,19964,2013-01-13,2013-01-19,1,0,4,38.0
23531,83694,11579,2012-04-03,2012-10-14,0,0,1,21.0
23532,83721,10955,2013-08-24,2013-11-08,0,0,1,28.0
23533,83735,9459,2013-07-07,2013-07-14,1,0,4,38.0
23534,91744,9459,2012-04-06,2013-12-12,1,1,3,37.0
23535,83738,424,2012-12-16,2013-01-08,0,0,5,24.0
23536,83749,9647,2012-10-12,2013-03-21,0,0,4,32.0
23537,83754,16426,2013-02-13,2013-03-20,1,0,6,40.0
23538,83756,15461,2012-03-27,2012-10-31,1,0,3,25.0
23539,83774,15683,2013-10-19,2014-01-01,1,0,4,28.0
23540,83804,6102,2012-09-20,2013-12-16,1,0,4,27.0
23541,83812,17417,2013-01-21,2013-03-18,1,0,5,35.0
23542,83840,12276,2012-09-04,2012-11-13,0,0,3,22.0
23543,83843,17450,2013-02-19,2014-12-11,1,0,5,36.0
23544,83858,15918,2012-06-06,2013-11-04,1,1,1,35.0
23545,90216,15918,2013-05-18,2013-06-08,0,0,2,36.0
23546,83859,8709,2012-01-23,2014-05-12,0,0,4,39.0
23547,83871,13302,2013-03-21,2016-02-15,1,0,6,32.0
23548,83873,693,2013-02-09,2013-08-31,1,0,6,31.0
23549,83887,17016,2013-02-23,2013-04-27,0,0,2,20.0
23550,83888,5256,2012-12-26,2012-12-28,1,0,3,23.0
23551,83890,14828,2013-07-22,2013-10-09,0,0,4,35.0
23552,83891,6819,2013-06-20,2014-03-03,0,0,2,19.0
23553,83896,12858,2012-01-25,2012-08-21,0,0,1,21.0
23554,83898,13562,2013-07-06,2014-01-20,0,0,5,22.0
23555,92826,13562,2013-02-05,2013-05-21,0,0,4,22.0
23556,83906,17962,2013-06-14,2013-11-13,0,0,3,20.0
23557,83914,187,2013-02-13,2013-09-19,0,0,1,26.0
23558,83917,7709,2013-04-01,2014-11-24,0,1,5,47.0
23559,87081,7709,2013-09-17,2014-03-30,0,0,6,47.0
23560,83919,11379,2013-01-29,2013-02-01,0,0,3,27.0
23561,83938,2289,2012-10-03,2013-07-25,1,0,3,39.0
23562,83949,19297,2012-03-28,2013-03-08,1,0,4,39.0
23563,84172,19297,2013-05-18,2013-08-30,1,0,5,40.0
23564,83951,3022,2013-04-05,2015-03-08,1,0,3,22.0
23565,83954,14736,2012-11-30,2013-04-21,0,1,4,48.0
23566,88634,14736,2012-12-26,2013-10-22,1,0,5,48.0
23567,83984,3457,2013-08-17,2013-08-22,0,0,2,33.0
23568,83998,18363,2012-12-30,2013-04-11,0,0,4,30.0
23569,94072,18363,2013-05-04,2014-04-17,1,0,5,30.0
23570,84011,17100,2013-10-18,2014-03-22,0,0,2,20.0
23571,84017,15221,2013-10-20,2013-12-04,0,0,3,25.0
23572,94936,15221,2012-03-31,2012-09-04,0,0,2,23.0
23573,84025,3527,2012-06-05,2013-01-20,1,0,4,30.0
23574,84033,7167,2012-12-11,2013-04-19,1,0,3,24.0
23575,96370,7167,2012-06-05,2012-06-28,1,0,2,23.0
23576,84037,10055,2012-05-02,2013-07-20,0,1,3,26.0
23577,97187,10055,2013-03-17,2015-06-16,1,0,4,27.0
23578,84043,11360,2013-07-31,2013-10-13,1,0,2,35.0
23579,84049,14519,2013-07-30,2014-02-28,0,1,5,32.0
23580,90798,14519,2013-09-01,2014-01-23,0,0,6,32.0
23581,84063,15759,2013-01-22,2013-05-05,1,0,3,20.0
23582,84103,5683,2013-04-07,2014-10-11,1,0,6,49.0
23583,84116,12347,2013-08-27,2013-11-10,0,0,3,30.0
23584,84120,18763,2012-02-26,2012-06-23,0,0,3,27.0
23585,84143,11944,2013-01-25,2013-09-07,1,0,1,18.0
23586,84148,239,2013-08-14,2014-01-28,1,0,2,32.0
23587,84174,15720,2012-12-20,2013-03-13,1,0,3,36.0
23588,84175,15852,2013-04-18,2014-03-23,0,1,4,30.0
23589,99358,15852,2013-02-25,2013-06-30,1,1,3,30.0
23590,99913,15852,2013-10-14,2013-12-23,1,0,5,31.0
23591,84182,16525,2013-03-12,2013-06-20,1,0,2,23.0
23592,84183,4701,2012-08-08,2013-06-17,1,0,2,25.0
23593,84195,17662,2012-02-09,2013-02-27,0,0,0,21.0
23594,84213,13033,2013-03-03,2013-06-19,1,0,3,32.0
23595,84262,4321,2013-05-09,2013-10-08,0,1,4,34.0
23596,88836,4321,2013-07-31,2014-02-25,0,0,5,34.0
23597,84289,6177,2012-08-31,2013-06-29,1,0,5,31.0
23598,84292,2114,2012-12-15,2014-08-10,1,0,2,20.0
23599,84332,2613,2013-07-10,2014-01-12,0,0,4,28.0
23600,99522,2613,2013-07-01,2013-12-25,1,1,3,28.0
23601,84344,5033,2013-05-22,2014-04-08,1,0,4,24.0
23602,84358,18967,2012-03-02,2012-04-19,0,0,5,26.0
23603,84391,7951,2012-08-29,2013-05-09,1,0,2,22.0
23604,84393,4124,2013-06-24,2014-06-09,0,0,2,36.0
23605,84399,13074,2012-03-22,2012-05-18,0,0,1,31.0
23606,84415,13717,2013-08-01,2013-10-01,0,0,4,27.0
23607,95925,13717,2012-06-15,2013-03-16,0,0,3,26.0
23608,84416,10819,2012-09-15,2013-01-07,1,0,0,15.0
23609,84420,19579,2013-05-21,2014-11-25,1,1,5,28.0
23610,98221,19579,2013-06-24,2013-12-23,0,0,6,28.0
23611,99286,19579,2012-06-04,2012-06-14,1,0,4,27.0
23612,84427,153,2012-04-13,2012-04-26,0,0,2,22.0
23613,84429,8154,2013-05-09,2013-07-17,1,0,4,31.0
23614,84432,15165,2013-08-18,2013-08-23,1,0,3,39.0
23615,84446,7774,2012-07-05,2013-10-24,1,0,3,33.0
23616,84456,6543,2013-01-12,2013-05-01,0,0,3,23.0
23617,84457,14620,2013-02-20,2013-03-07,1,0,2,17.0
23618,91019,14620,2012-12-08,2012-12-22,1,0,1,17.0
23619,84468,6148,2013-06-01,2013-11-04,0,0,1,24.0
23620,84504,5111,2013-09-29,2013-10-13,0,0,2,32.0
23621,84520,18524,2012-03-18,2012-05-09,0,0,1,25.0
23622,84522,8275,2013-04-04,2013-08-10,0,0,0,13.0
23623,84523,12965,2012-03-24,2012-12-28,0,0,2,22.0
23624,84545,12784,2013-05-09,2013-08-19,1,0,0,17.0
23625,84560,14117,2013-05-06,2013-05-11,1,0,3,26.0
23626,84564,454,2012-09-27,2013-07-26,1,0,3,26.0
23627,84572,12224,2012-11-13,2014-10-21,0,1,10,69.0
23628,98067,12224,2013-06-23,2014-02-25,1,0,11,70.0
23629,84582,17966,2013-10-19,2014-01-05,0,0,2,22.0
23630,84584,15585,2012-11-12,2015-02-01,0,0,3,40.0
23631,84597,12596,2012-09-13,2013-03-30,1,0,4,25.0
23632,84632,2299,2012-06-06,2012-10-21,1,0,0,19.0
23633,84644,12386,2012-12-09,2012-12-17,0,0,0,20.0
23634,84651,3926,2013-04-11,2014-01-06,0,0,3,35.0
23635,84671,4323,2012-09-16,2013-03-01,0,0,1,15.0
23636,94842,4323,2012-03-30,2013-04-30,0,1,0,15.0
23637,84677,4888,2012-07-30,2012-09-18,0,0,5,28.0
23638,84684,16088,2013-02-09,2013-03-15,0,0,0,17.0
23639,84695,4528,2013-01-31,2013-04-15,0,0,1,22.0
23640,84696,18601,2013-09-17,2013-10-11,0,0,2,22.0
23641,84700,15631,2013-06-15,2013-09-17,0,0,3,40.0
23642,84705,12005,2013-09-06,2013-09-20,1,0,4,21.0
23643,84717,15545,2012-01-02,2013-08-28,0,0,2,22.0
23644,84718,7317,2013-03-14,2013-03-26,1,0,4,28.0
23645,84784,2750,2013-03-14,2013-07-13,1,0,5,21.0
23646,97610,2750,2013-02-12,2013-10-06,0,1,4,21.0
23647,84804,14993,2013-08-20,2013-09-25,1,0,3,40.0
23648,84815,9651,2012-01-31,2012-04-17,1,0,1,27.0
23649,84818,7878,2013-05-04,2014-10-07,1,0,4,28.0
23650,84827,3741,2012-05-12,2012-07-23,1,0,2,24.0
23651,95710,3741,2012-10-12,2013-12-27,0,0,3,24.0
23652,84834,18834,2012-06-14,2012-06-16,0,0,3,33.0
23653,90038,18834,2013-04-06,2013-09-28,1,0,4,34.0
23654,84837,3935,2012-05-10,2012-06-02,1,0,6,34.0
23655,97307,3935,2012-11-08,2012-12-01,0,0,7,35.0
23656,84840,19785,2012-12-22,2013-10-09,0,0,1,23.0
23657,84841,3607,2013-09-17,2014-10-24,1,0,4,32.0
23658,84853,16995,2013-04-20,2013-08-14,0,0,8,41.0
23659,84856,1522,2012-10-20,2012-11-21,0,0,0,11.0
23660,84859,507,2013-02-09,2013-07-20,0,0,3,29.0
23661,84874,7936,2012-04-29,2013-03-23,1,0,4,41.0
23662,84906,8379,2013-04-27,2013-06-08,0,0,5,42.0
23663,84910,3008,2012-10-15,2013-07-06,1,0,4,33.0
23664,84922,13684,2013-07-21,2013-11-10,0,0,4,35.0
23665,84980,10721,2013-07-01,2014-07-20,0,0,2,26.0
23666,85002,7984,2012-09-15,2013-12-13,0,0,2,25.0
23667,85158,7984,2012-07-28,2013-07-19,0,1,1,25.0
23668,85004,4228,2013-07-06,2013-08-18,1,0,4,31.0
23669,85027,2859,2013-04-19,2014-03-26,1,0,1,27.0
23670,85042,15029,2013-05-10,2014-05-30,0,0,1,17.0
23671,85050,947,2013-10-14,2014-02-18,0,0,0,22.0
